"_id","EVENT_UNIQUE_ID","OCCURRENCE_YEAR","OCCURRENCE_DATE","OCCURRENCE_TIME","REPORTED_YEAR","REPORTED_DATE","REPORTED_TIME","DIVISION","LOCATION_TYPE","AGE_BIAS","MENTAL_OR_PHYSICAL_DISABILITY","RACE_BIAS","ETHNICITY_BIAS","LANGUAGE_BIAS","RELIGION_BIAS","SEXUAL_ORIENTATION_BIAS","GENDER_BIAS","MULTIPLE_BIAS","PRIMARY_OFFENCE","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","ARREST_MADE"
219,"GO-20191526583","2019","2019-08-12","1206","2019","2019-08-12","1206","D52","Government Building (Courthouse, Museums, Parliament Building, etc.)","NO","NO","Other race not mentioned","None","None","None","None","None","NO","Assault","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","YES"
220,"GO-20191549670","2019","2019-08-15","1329","2019","2019-08-15","1329","D55","NA","NO","NO","None","None","None","None","Gay","None","NO","Mischief Under $5000","062","East End-Danforth (62)","062","East End-Danforth (62)","NO"
221,"GO-20191556647","2019","2019-08-16","1312","2019","2019-08-16","1312","D51","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","167","Church-Wellesley (167)","075","Church-Yonge Corridor (75)","NO"
222,"GO-20191609692","2019","2019-08-16","0","2019","2019-08-23","1938","NSA","NA","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Mischief Under $5000","NSA","NSA","NSA","NSA","YES"
223,"GO-20191574379","2019","2019-08-18","2334","2019","2019-08-18","2334","D55","NA","NO","NO","None","None","None","None","Gay","None","NO","Mischief Under $5000","062","East End-Danforth (62)","062","East End-Danforth (62)","NO"
224,"GO-20191587422","2019","2019-08-20","2017","2019","2019-08-20","2152","D55","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Mischief Under $5000","060","Woodbine-Lumsden (60)","060","Woodbine-Lumsden (60)","YES"
225,"GO-20191593292","2019","2019-08-21","1455","2019","2019-08-21","1455","D41","NA","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","126","Dorset Park (126)","126","Dorset Park (126)","NO"
226,"GO-20191597402","2019","2019-08-22","445","2019","2019-08-22","445","D41","Public Transportation","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","120","Clairlea-Birchmount (120)","120","Clairlea-Birchmount (120)","NO"
227,"GO-20191598564","2019","2019-08-22","944","2019","2019-08-22","944","D43","Government Building (Courthouse, Museums, Parliament Building, etc.)","NO","NO","None","None","None","Muslim","None","None","NO","Uttering Threats - Property","136","West Hill (136)","136","West Hill (136)","NO"
228,"GO-20191610448","2019","2019-08-23","2120","2019","2019-08-23","2130","D52","Other Commercial / Corporate Places ","NO","NO","Black","None","None","None","Gay","None","YES","Assault","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
229,"GO-20191615411","2019","2019-08-23","1400","2019","2019-08-24","1548","NSA","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","NSA","NSA","NSA","NSA","NO"
230,"GO-20191633756","2019","2019-08-25","1800","2019","2019-08-27","1052","D52","Other Commercial / Corporate Places ","NO","NO","None","None","None","Sikh","None","None","NO","Mischief Under $5000","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
231,"GO-201938835","2019","2019-08-26","2045","2019","2019-08-31","2045","D52","Other Commercial / Corporate Places ","NO","NO","None","None","None","Muslim","None","None","NO","Wilful Promotion of Hatred","169","Bay-Cloverhill (169)","076","Bay Street Corridor (76)","NO"
232,"GO-20191683986","2019","2019-08-30","1921","2019","2019-09-03","1147","D31","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","155","Downsview (155)","026","Downsview-Roding-CFB (26)","NO"
233,"GO-20191665039","2019","2019-08-31","1225","2019","2019-08-31","1343","D22","Open Area, Park or Parking Lot","NO","NO","None","None","None","Muslim","None","None","NO","Mischief Under $5000","013","Etobicoke West Mall (13)","013","Etobicoke West Mall (13)","NO"
234,"GO-20191673702","2019","2019-09-01","1900","2019","2019-09-01","1919","D52","Other Commercial / Corporate Places ","NO","NO","None","None","None","Muslim","None","None","NO","Uttering Threats - Bodily Harm","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)","NO"
235,"GO-20191678783","2019","2019-09-02","1530","2019","2019-09-02","1546","NSA","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","Gay","None","NO","Assault","NSA","NSA","NSA","NSA","NO"
236,"GO-20191684837","2019","2019-09-03","1344","2019","2019-09-03","1344","D32","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","151","Yonge-Doris (151)","051","Willowdale East (51)","NO"
237,"GO-20191683966","2019","2019-09-03","1100","2019","2019-09-03","1144","D32","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","Other Ethnicity not mentioned","None","None","None","None","YES","Assault With a Weapon","155","Downsview (155)","026","Downsview-Roding-CFB (26)","NO"
238,"GO-20191697794","2019","2019-09-05","800","2019","2019-09-05","852","D13","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Jewish","None","None","NO","Mischief To Religious Property, Educational Institutions, Etc.","107","Oakwood Village (107)","107","Oakwood Village (107)","NO"
239,"GO-20191708427","2019","2019-09-05","1900","2019","2019-09-06","1608","D43","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","123","Cliffcrest (123)","123","Cliffcrest (123)","NO"
240,"GO-20191728504","2019","2019-09-07","1800","2019","2019-09-09","1520","D55","NA","NO","NO","Black","None","None","None","2SLGBTQ+","None","YES","Mischief Under $5000","066","Danforth (66)","066","Danforth (66)","NO"
241,"GO-20191754082","2019","2019-09-10","1300","2019","2019-09-12","2122","D32","Open Area, Park or Parking Lot","NO","NO","None","None","None","Muslim","None","None","NO","Assault","050","Newtonbrook East (50)","050","Newtonbrook East (50)","NO"
242,"GO-20191750723","2019","2019-09-10","1000","2019","2019-09-12","1250","D32","Streets/Roadways/Highway","NO","NO","None","None","None","Muslim","None","None","NO","Advocating Genocide","050","Newtonbrook East (50)","050","Newtonbrook East (50)","NO"
243,"GO-20191741234","2019","2019-09-11","900","2019","2019-09-11","906","D55","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","Israeli","None","None","None","None","NO","Mischief Under $5000","070","South Riverdale (70)","070","South Riverdale (70)","NO"
244,"GO-20191741280","2019","2019-09-11","800","2019","2019-09-11","855","NSA","Streets/Roadways/Highway","NO","NO","None","Israeli","None","None","None","None","NO","Mischief Under $5000","NSA","NSA","NSA","NSA","NO"
245,"GO-20191806500","2019","2019-09-17","2100","2019","2019-09-19","2158","D23","Other Commercial / Corporate Places ","NO","NO","None","None","None","Jewish","None","None","NO","Uttering Threats - Bodily Harm","001","West Humber-Clairville (1)","001","West Humber-Clairville (1)","YES"
246,"GO-20191800985","2019","2019-09-21","2000","2019","2019-09-21","2340","D13","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Uttering Threats - Bodily Harm","032","Englemount-Lawrence (32)","032","Englemount-Lawrence (32)","NO"
247,"GO-20191847880","2019","2019-09-25","1342","2019","2019-09-25","1342","D32","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","155","Downsview (155)","026","Downsview-Roding-CFB (26)","NO"
248,"GO-20191844629","2019","2019-09-25","313","2019","2019-09-25","313","D11","Streets/Roadways/Highway","NO","NO","None","None","None","None","None","Transgender Man (Identifies As Man)","NO","Firearms Related Offence","171","Junction-Wallace Emerson (171)","093","Dovercourt-Wallace Emerson-Junction (93)","NO"
249,"GO-20191855288","2019","2019-09-25","2320","2019","2019-09-26","1850","D53","Other Commercial / Corporate Places ","NO","NO","None","None","None","Jewish","None","None","NO","Uttering Threats - Bodily Harm","100","Yonge-Eglinton (100)","100","Yonge-Eglinton (100)","NO"
250,"GO-20191913441","2019","2019-09-30","1944","2019","2019-10-04","1524","D14","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Mischief Under $5000","085","South Parkdale (85)","085","South Parkdale (85)","NO"
251,"GO-20191896810","2019","2019-10-06","0","2019","2019-10-09","1130","D14","NA","NO","NO","None","Other Ethnicity not mentioned","None","Muslim","None","None","YES","Uttering Threats - Bodily Harm","081","Trinity-Bellwoods (81)","081","Trinity-Bellwoods (81)","NO"
252,"GO-20191932495","2019","2019-10-07","959","2019","2019-10-07","959","D43","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","Gay","None","YES","Mischief Under $5000","136","West Hill (136)","136","West Hill (136)","NO"
253,"GO-20191990863","2019","2019-10-14","1030","2019","2019-10-15","1528","D41","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","2SLGBTQ+","Transgender","YES","Uttering Threats - Bodily Harm","124","Kennedy Park (124)","124","Kennedy Park (124)","NO"
254,"GO-20191995896","2019","2019-10-16","0","2019","2019-10-16","1044","D14","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Jewish","None","None","NO","Mischief To Religious Property, Educational Institutions, Etc.","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)","NO"
255,"GO-20192087910","2019","2019-10-22","1000","2019","2019-10-29","1248","D41","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","138","Eglinton East (138)","138","Eglinton East (138)","NO"
256,"GO-20192270683","2019","2019-11-06","1115","2019","2019-11-24","1921","D51","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","074","North St.James Town (74)","074","North St.James Town (74)","NO"
257,"GO-20192155757","2019","2019-11-07","1957","2019","2019-11-07","1957","D52","Other Commercial / Corporate Places ","NO","NO","None","None","None","Jewish","None","None","NO","Uttering Threats - Bodily Harm","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","YES"
258,"GO-20192235741","2019","2019-11-11","800","2019","2019-11-19","1703","D51","Public Transportation","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Mischief Under $5000","074","North St.James Town (74)","074","North St.James Town (74)","YES"
259,"GO-20192198971","2019","2019-11-13","143","2019","2019-11-14","1407","D52","Other Commercial / Corporate Places ","NO","NO","None","None","None","Jewish","None","None","NO","Uttering Threats - Bodily Harm","165","Harbourfront-CityPlace (165)","077","Waterfront Communities-The Island (77)","NO"
260,"GO-20192193912","2019","2019-11-13","1420","2019","2019-11-13","1420","D51","Public Transportation","NO","NO","Black","None","None","None","Lesbian, 2SLGBTQ+","None","YES","Assault","074","North St.James Town (74)","074","North St.James Town (74)","NO"
261,"GO-20192240115","2019","2019-11-17","56","2019","2019-11-20","1057","D53","Other Commercial / Corporate Places ","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","099","Mount Pleasant East (99)","099","Mount Pleasant East (99)","NO"
262,"GO-20192381488","2019","2019-11-20","1840","2019","2019-12-10","1415","D31","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Public Incitement of Hatred ","027","York University Heights (27)","027","York University Heights (27)","NO"
263,"GO-20192270143","2019","2019-11-22","1400","2019","2019-11-24","1720","D51","Streets/Roadways/Highway","NO","NO","None","Other Ethnicity not mentioned","None","None","None","None","YES","Assault","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","NO"
264,"GO-20192291763","2019","2019-11-24","1800","2019","2019-11-27","1825","D52","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","Iranian","None","None","None","None","NO","Uttering Threats - Bodily Harm","079","University (79)","079","University (79)","NO"
265,"GO-20192336703","2019","2019-12-03","930","2019","2019-12-04","856","D41","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","None","None","Woman","NO","Mischief Under $5000","124","Kennedy Park (124)","124","Kennedy Park (124)","YES"
266,"GO-20192370649","2019","2019-12-06","2200","2019","2019-12-09","1028","D22","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","018","New Toronto (18)","018","New Toronto (18)","NO"
267,"GO-20192392903","2019","2019-12-11","1600","2019","2019-12-12","848","D55","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","068","North Riverdale (68)","068","North Riverdale (68)","NO"
268,"GO-20192511187","2019","2019-12-30","1123","2019","2019-12-30","1123","D12","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","028","Rustic (28)","028","Rustic (28)","NO"
269,"GO-20205969","2020","2020-01-01","2231","2020","2020-01-01","2231","D13","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","032","Englemount-Lawrence (32)","032","Englemount-Lawrence (32)","NO"
270,"GO-202035752","2020","2020-01-05","700","2020","2020-01-06","1211","D52","Other Commercial / Corporate Places ","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","169","Bay-Cloverhill (169)","076","Bay Street Corridor (76)","NO"
271,"GO-202047474","2020","2020-01-08","210","2020","2020-01-08","225","D14","Non-Commercial/Non for Profit","NO","NO","None","None","None","None","None","Woman","NO","Assault With a Weapon","172","Dovercourt Village (172)","093","Dovercourt-Wallace Emerson-Junction (93)","YES"
272,"GO-202057623","2020","2020-01-09","1257","2020","2020-01-09","1304","D53","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","095","Annex (95)","095","Annex (95)","NO"
273,"GO-2020104177","2020","2020-01-09","1000","2020","2020-01-15","2233","D51","Streets/Roadways/Highway","NO","NO","None","Chinese","None","None","None","None","NO","Assault","072","Regent Park (72)","072","Regent Park (72)","NO"
274,"GO-2020245767","2020","2020-01-10","1605","2020","2020-02-04","1552","D32","Other Commercial / Corporate Places ","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","153","Avondale (153)","051","Willowdale East (51)","NO"
275,"GO-2020106565","2020","2020-01-14","1215","2020","2020-01-16","1153","D51","Streets/Roadways/Highway","NO","NO","None","None","None","None","Gay","None","NO","Assault","073","Moss Park (73)","073","Moss Park (73)","NO"
276,"GO-2020116293","2020","2020-01-17","1543","2020","2020-01-17","1828","D53","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","173","North Toronto (173)","104","Mount Pleasant West (104)","NO"
277,"GO-2020177596","2020","2020-01-18","850","2020","2020-01-26","1058","D22","Open Area, Park or Parking Lot","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","158","Islington (158)","014","Islington-City Centre West (14)","NO"
278,"GO-2020133188","2020","2020-01-19","2200","2020","2020-01-20","938","D13","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Interfere With Property","109","Caledonia-Fairbank (109)","109","Caledonia-Fairbank (109)","NO"
279,"GO-2020137907","2020","2020-01-20","2240","2020","2020-01-20","2240","D22","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","161","Humber Bay Shores (161)","017","Mimico (includes Humber Bay Shores) (17)","NO"
280,"GO-2020139783","2020","2020-01-20","1200","2020","2020-01-21","747","D52","Government Building (Courthouse, Museums, Parliament Building, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
281,"GO-2020140439","2020","2020-01-20","845","2020","2020-01-21","935","D33","Other Commercial / Corporate Places ","NO","NO","Black","None","None","None","None","None","NO","Assault","042","Banbury-Don Mills (42)","042","Banbury-Don Mills (42)","NO"
282,"GO-2020186519","2020","2020-01-27","1400","2020","2020-01-27","2148","D32","Business/Retail","NO","NO","None","None","None","Jewish","None","None","NO","Public Incitement of Hatred ","034","Bathurst Manor (34)","034","Bathurst Manor (34)","NO"
283,"GO-2020206810","2020","2020-01-30","1000","2020","2020-01-30","1023","D22","Public Transportation","NO","NO","White","None","None","None","None","None","NO","Mischief Interfere With Property","019","Long Branch (19)","019","Long Branch (19)","NO"
284,"GO-2020230132","2020","2020-02-02","1440","2020","2020-02-02","1652","D51","Streets/Roadways/Highway","NO","NO","None","None","None","Sikh","None","None","NO","Assault","167","Church-Wellesley (167)","075","Church-Yonge Corridor (75)","NO"
285,"GO-2020268007","2020","2020-02-07","1430","2020","2020-02-11","1517","D51","Public Transportation","NO","NO","None","Chinese","None","None","None","None","NO","Robbery","098","Rosedale-Moore Park (98)","098","Rosedale-Moore Park (98)","YES"
286,"GO-2020273561","2020","2020-02-07","2000","2020","2020-02-08","942","D11","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Christian Orthodox","None","None","NO","Mischief To Religious Property, Educational Institutions, Etc.","171","Junction-Wallace Emerson (171)","093","Dovercourt-Wallace Emerson-Junction (93)","NO"
287,"GO-2020303124","2020","2020-02-11","2359","2020","2020-02-12","1229","D51","Government Building (Courthouse, Museums, Parliament Building, etc.)","NO","NO","None","None","None","None","Gay","None","NO","Mischief Under $5000","071","Cabbagetown-South St.James Town (71)","071","Cabbagetown-South St.James Town (71)","NO"
288,"GO-2020295088","2020","2020-02-11","925","2020","2020-02-11","1024","NSA","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","Other Ethnicity not mentioned","None","None","None","None","YES","Mischief Interfere With Property","NSA","NSA","NSA","NSA","NO"
289,"GO-2020350310","2020","2020-02-18","2205","2020","2020-02-18","2205","D14","Open Area, Park or Parking Lot","NO","NO","None","None","None","Muslim","None","None","NO","Criminal Harassment","163","Fort York-Liberty Village (163)","082","Niagara (82)","NO"
290,"GO-2020368079","2020","2020-02-21","832","2020","2020-02-25","905","D11","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","086","Roncesvalles (86)","086","Roncesvalles (86)","NO"
291,"GO-2020397046","2020","2020-02-24","1200","2020","2020-02-25","1151","D53","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","099","Mount Pleasant East (99)","099","Mount Pleasant East (99)","NO"
292,"GO-2020419237","2020","2020-02-28","1208","2020","2020-02-28","1208","D22","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Uttering Threats - Bodily Harm","010","Princess-Rosethorn (10)","010","Princess-Rosethorn (10)","YES"
293,"GO-2020444597","2020","2020-03-02","0","2020","2020-03-02","1905","D31","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","154","Oakdale-Beverley Heights (154)","026","Downsview-Roding-CFB (26)","NO"
294,"GO-2020490713","2020","2020-03-08","1911","2020","2020-03-09","13","D32","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","039","Bedford Park-Nortown (39)","039","Bedford Park-Nortown (39)","NO"
295,"GO-2020498784","2020","2020-03-09","1913","2020","2020-03-09","2123","D53","Public Transportation","NO","NO","None","Chinese","None","None","2SLGBTQ+","None","YES","Criminal Harassment","095","Annex (95)","095","Annex (95)","NO"
296,"GO-2020493521","2020","2020-03-09","828","2020","2020-03-09","903","NSA","Public Transportation","NO","NO","None","Filipino","None","Jewish","2SLGBTQ+","None","YES","Mischief Under $5000","NSA","NSA","NSA","NSA","NO"
297,"GO-2020552509","2020","2020-03-17","1054","2020","2020-03-17","1054","D51","Public Transportation","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Uttering Threats - Bodily Harm","073","Moss Park (73)","073","Moss Park (73)","NO"
298,"GO-2020613311","2020","2020-03-26","1930","2020","2020-03-27","1618","D14","Business/Retail","NO","NO","None","Israeli","None","None","None","None","NO","Mischief Under $5000","080","Palmerston-Little Italy (80)","080","Palmerston-Little Italy (80)","NO"
299,"GO-2020635727","2020","2020-03-30","1400","2020","2020-04-01","1357","D32","Government Building (Courthouse, Museums, Parliament Building, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Disturbing Religious Worship Or Certain Meetings","035","Westminster-Branson (35)","035","Westminster-Branson (35)","NO"
300,"GO-2020650246","2020","2020-04-02","1200","2020","2020-04-02","2233","D41","Public Transportation","NO","NO","None","Indian","None","None","None","None","NO","Mischief Under $5000","120","Clairlea-Birchmount (120)","120","Clairlea-Birchmount (120)","NO"
301,"GO-2020670337","2020","2020-04-03","1030","2020","2020-04-06","1030","D13","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Disturbing Religious Worship Or Certain Meetings","106","Humewood-Cedarvale (106)","106","Humewood-Cedarvale (106)","NO"
302,"GO-2020662140","2020","2020-04-04","2155","2020","2020-04-04","2155","D32","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","037","Willowdale West (37)","037","Willowdale West (37)","NO"
303,"GO-2020662384","2020","2020-04-04","2257","2020","2020-04-04","2257","D14","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","081","Trinity-Bellwoods (81)","081","Trinity-Bellwoods (81)","NO"
304,"GO-2020666686","2020","2020-04-05","1100","2020","2020-04-05","1740","D32","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","037","Willowdale West (37)","037","Willowdale West (37)","NO"
305,"GO-2020688833","2020","2020-04-08","1440","2020","2020-04-09","1410","D52","Streets/Roadways/Highway","NO","NO","Black, East/Southeast Asian","None","None","None","None","None","YES","Assault With a Weapon","164","Wellington Place (164)","077","Waterfront Communities-The Island (77)","NO"
306,"GO-2020690486","2020","2020-04-08","815","2020","2020-04-09","1417","D11","Medical Facility (Hospitals, Long-term Care, etc.)","NO","NO","Black","None","None","None","None","None","NO","Assault","087","High Park-Swansea (87)","087","High Park-Swansea (87)","YES"
307,"GO-2020751197","2020","2020-04-19","1955","2020","2020-04-19","2323","D13","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Jewish","None","None","NO","Disturbing Religious Worship Or Certain Meetings","032","Englemount-Lawrence (32)","032","Englemount-Lawrence (32)","NO"
308,"GO-2020762020","2020","2020-04-21","1000","2020","2020-04-21","2022","D55","Streets/Roadways/Highway","NO","NO","None","None","None","None","Gay","None","NO","Mischief Under $5000","065","Greenwood-Coxwell (65)","065","Greenwood-Coxwell (65)","NO"
309,"GO-2020768762","2020","2020-04-22","1700","2020","2020-04-22","1933","D51","Other Commercial / Corporate Places ","NO","NO","None","None","None","None","None","Transgender Woman (Identifies As Woman)","NO","Criminal Harassment","074","North St.James Town (74)","074","North St.James Town (74)","NO"
310,"GO-2020774576","2020","2020-04-23","1700","2020","2020-04-23","1904","D51","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","Gay","None","NO","Uttering Threats - Bodily Harm","167","Church-Wellesley (167)","075","Church-Yonge Corridor (75)","NO"
311,"GO-2020786790","2020","2020-04-25","2113","2020","2020-04-25","2227","D55","Streets/Roadways/Highway","NO","NO","None","Indian","None","None","None","None","NO","Assault","070","South Riverdale (70)","070","South Riverdale (70)","NO"
312,"GO-2020728018","2020","2020-04-25","224","2020","2020-04-25","322","D55","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","None","Transgender Man (Identifies As Man)","NO","Criminal Harassment","062","East End-Danforth (62)","062","East End-Danforth (62)","NO"
313,"GO-2020835754","2020","2020-05-01","1730","2020","2020-05-04","1000","D13","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Jewish","None","None","NO","Disturbing Religious Worship Or Certain Meetings","107","Oakwood Village (107)","107","Oakwood Village (107)","NO"
314,"GO-2020842472","2020","2020-05-05","820","2020","2020-05-05","1217","D32","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Jewish","None","None","NO","Disturbing Religious Worship Or Certain Meetings","034","Bathurst Manor (34)","034","Bathurst Manor (34)","NO"
315,"GO-2020854817","2020","2020-05-07","1314","2020","2020-05-07","1314","D22","Business/Retail","NO","NO","None","Indian","None","None","None","None","NO","Assault","016","Stonegate-Queensway (16)","016","Stonegate-Queensway (16)","YES"
316,"GO-2020884466","2020","2020-05-10","1200","2020","2020-05-12","1551","D31","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","Black","None","None","None","None","None","NO","Harassing Communications","025","Glenfield-Jane Heights (25)","025","Glenfield-Jane Heights (25)","NO"
317,"GO-2020923641","2020","2020-05-15","1437","2020","2020-05-19","1047","D55","Apartment Building (Condo, Retirement Buidling, etc.)","NO","YES","Black","None","None","Jewish","None","None","YES","Disturbing Religious Worship Or Certain Meetings","059","Danforth East York (59)","059","Danforth East York (59)","NO"
318,"GO-2020906752","2020","2020-05-16","1052","2020","2020-05-16","1629","D52","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","Gay","None","NO","Criminal Harassment","164","Wellington Place (164)","077","Waterfront Communities-The Island (77)","YES"
319,"GO-2020908753","2020","2020-05-16","1800","2020","2020-05-16","1913","D55","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Muslim","None","None","NO","Uttering Threats - Property","069","Blake-Jones (69)","069","Blake-Jones (69)","NO"
320,"GO-2020918712","2020","2020-05-18","945","2020","2020-05-18","1159","D32","Religious Place of Worship/Cultural Centre","NO","NO","Black","None","None","Jewish","None","None","YES","Disturbing Religious Worship Or Certain Meetings","152","East Willowdale (152)","051","Willowdale East (51)","NO"
321,"GO-2020937625","2020","2020-05-21","1330","2020","2020-05-21","1515","D52","Streets/Roadways/Highway","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Assault","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)","YES"
322,"GO-2020947252","2020","2020-05-22","2140","2020","2020-05-22","2142","D51","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","Gay","None","NO","Mischief Under $5000","167","Church-Wellesley (167)","075","Church-Yonge Corridor (75)","YES"
323,"GO-2020963751","2020","2020-05-23","545","2020","2020-05-25","1356","D43","Open Area, Park or Parking Lot","NO","NO","Black","None","None","None","None","None","NO","Criminal Harassment","133","Centennial Scarborough (133)","133","Centennial Scarborough (133)","YES"
324,"GO-2020966795","2020","2020-05-25","2208","2020","2020-05-25","2208","D32","Government Building (Courthouse, Museums, Parliament Building, etc.)","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","152","East Willowdale (152)","051","Willowdale East (51)","NO"
325,"GO-2020961819","2020","2020-05-25","825","2020","2020-05-25","1007","D52","Streets/Roadways/Highway","NO","NO","None","Chinese","None","None","None","None","NO","Assault","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
326,"GO-2020972248","2020","2020-05-26","1200","2020","2020-05-26","2045","D32","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","033","Clanton Park (33)","033","Clanton Park (33)","NO"
327,"GO-20209013948","2020","2020-05-26","236","2020","2020-05-27","235","D52","Streets/Roadways/Highway","NO","NO","None","Chinese","None","None","None","None","NO","Mischief Under $5000","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","YES"
